  Nabs ijk   A/2       Y3       Z3           S f(N) sumC*C    Eex   dEl34 dE(T)  DTS  |Ddc| DbasL  Efinal
 89207 163     0.500000 1.212436 1.200000                              h .19 .983901 -.025482  -124   513   -24   818  1568 -.027232
 89208 224     0.571100 1.437602 1.401100                              h .19 .984061 -.098088   -76   323   -46   749  1439 -.099718
 89209 324     0.637900 1.506884 1.507900                              h .19 .983237 -.125302   -46   321   -57   777  1398 -.126906
 89210 324     0.704700 1.576166 1.614700                              P .01 .982092 -.140540    -1   519   -13   843  1364 -.141925
 89211 324     0.771500 1.645448 1.721500                              P .01 .982012 -.147449   -32   522    -3   809  1337 -.148797
 89212 425     0.804900 1.680089 1.774900                              P .01 .981982 -.148680   -35   496   -11   792  1326 -.150025
 89213 425     0.838300 1.714730 1.828300                              P .01 .985161 -.148814   -44   503     4   560  1317 -.150133
 89214 425     0.871700 1.749371 1.881700                              P .01 .985397 -.147992   -77   504     9   532  1310 -.149298
 89215 525     0.971900 1.853294 2.041900                              q .01 .984511 -.141418   149  1036   -12   538  1294 -.142729
 89216 224     0.516000 1.628128 1.456000                              h .19 .984802 -.085498   -13   301   -44   696  1383 -.087059
 89217 225     0.582000 1.680089 1.552000                              h .19 .983829 -.120437   -34   304   -53   736  1366 -.121999
 89218 325     0.648000 1.732051 1.648000                              P .01 .982111 -.139844   -49   481   -37   854  1355 -.141245
 89219 325     0.714000 1.784012 1.744000                              P .01 .981926 -.149033   -47   489   -39   827  1342 -.150422
 89220 325     0.780000 1.835974 1.840000                              P .01 .981750 -.151635  -111   488    -7   801  1328 -.152979
 89221 425     0.846000 1.887935 1.936000                              P .01 .985271 -.149858   -43   458    -9   534  1316 -.151189
 89222 425     0.912000 1.939897 2.032000                              h .19 .983004 -.145108    -4   409   -36   639  1306 -.146574
 89223 526     1.044000 2.043820 2.224000                              h .19 .983878 -.131318   -28   446   -24   530  1289 -.132734
 89224 225     0.455000 1.853294 1.525000                              h .19 .985990 -.051366   -79   315     1   619  1348 -.052832
 89225 225     0.535000 1.887935 1.625000                              h .19 .984726 -.111826    40   290   -39   674  1292 -.113287
 89226 325     0.615000 1.922576 1.725000                              h .19 .983357 -.141143    31   307   -35   735  1296 -.142616
 89227 325     0.695000 1.957217 1.825000                              P .01 .981880 -.152973   -60   440   -56   826  1306 -.154343
 89228 325     0.775000 1.991858 1.925000                              h .19 .983385 -.154399   -42   341   -26   662  1307 -.155860
 89229 425     0.855000 2.026499 2.025000                              h .19 .982945 -.150096   -61   386   -27   656  1303 -.151553
 89230 426     0.935000 2.061140 2.125000                              h .19 .982638 -.142564   -10   380   -51   641  1298 -.144037
 89231 526     1.095000 2.130422 2.325000                              h .19 .983651 -.123999   -19   440   -43   519  1281 -.125423
 89232 226     0.455000 2.372910 1.825000                              h .19 .986746 -.072221   -74   340    19   551  1301 -.073609
 89233 226     0.545000 2.390230 1.925000                              h .19 .985152 -.133381    43   285   -30   621  1187 -.134719
 89234 326     0.635000 2.407551 2.025000                              q .01 .984072 -.158090    92   831    54   672  1167 -.159210
 89235 326     0.725000 2.424871 2.125000                              P .01 .985198 -.163130    16   340   -69   560  1182 -.164387
 89236 426     0.815000 2.442192 2.225000                              q .01 .987455 -.158093    27   930    54   391  1204 -.159247
 89237 426     0.905000 2.459512 2.325000                              q .01 .987961 -.147506    49   920    52   340  1224 -.148681
 89238 526     1.085000 2.494153 2.525000                              q .01 .989044 -.120720   -45  1032   101   256  1240 -.121861
 89239 626     1.265000 2.528794 2.725000                              q .01 .987060 -.094991    27   800    66   295  1222 -.096151
 89240 167     0.450000 2.944486 2.150000                              h .19 .987354 -.077082   -32   355    -2   506  1254 -.078435
 89241 267     0.550000 2.944486 2.250000                              P .01 .986635 -.144027    71   287   -52   518  1111 -.145196
 89242 327     0.625000 2.944486 2.325000                              P .01 .987159 -.163769   -15   297   -12   457  1068 -.164853
 89243 367     0.700000 2.944486 2.400000                              P .01 .986734 -.169176    40   279   -49   454  1054 -.170284
 89244 327     0.775000 2.944486 2.475000                              P .01 .985526 -.166097    46   277   -57   505  1059 -.167217
 89245 467     0.900000 2.944486 2.600000                              P .01 .985931 -.150938    22   294   -66   436  1091 -.152100
 89246 567     1.000000 2.944486 2.700000                              P .01 .987744 -.134728   -30   344   -25   314  1121 -.135877
 89247 767     1.500000 2.944486 3.200000                              P .01 .987977 -.060317    14   366   -22   210  1105 -.061447
 89248 393     0.750000 1.500000 0.750000                              q .01 .983613 -.103126    63   885   -14   750  1580 -.104728
 89249 494     0.850000 1.700000 0.850000                              q .01 .983734 -.122289   -35   849   -16   682  1510 -.123822
 89250 494     0.900000 1.800000 0.900000                              P .01 .986209 -.125621   -69   340    27   505  1489 -.127088
 89251 494     0.950000 1.900000 0.950000                              P .01 .986653 -.125962   -65   332    24   459  1474 -.127417
 89252 595     1.000000 2.000000 1.000000                              P .01 .987098 -.124113  -108   336    34   416  1462 -.125545
 89253 525     1.050000 2.100000 1.050000                              P .01 .988559 -.120575   -75   313    34   323  1450 -.121995
 89254 595     1.150000 2.300000 1.150000                              P .01 .989531 -.110149   -34   280   -12   255  1424 -.111587
 89255 636     1.250000 2.500000 1.250000                              P .01 .990394 -.097351   -82   271    -2   202  1387 -.098743
 89256 293     0.600000 1.400000 0.600000                              P .01 .982204 -.054987   -23   508   -21   936  1777 -.056795
 89257 434     0.790000 1.780000 0.790000                              P .01 .981826 -.122298   -30   481   -25   837  1566 -.123898
 89258 434     0.860000 1.920000 0.860000                              P .01 .985113 -.127289   -34   477   -38   567  1529 -.128861
 89259 435     0.895000 1.990000 0.895000                              P .01 .986399 -.127584   -32   485   -12   477  1515 -.129116
 89260 435     0.930000 2.060000 0.930000                              P .01 .986704 -.126710   -83   485     5   446  1504 -.128213
 89261 535     1.000000 2.200000 1.000000                              P .01 .988349 -.122269   -17   460    -1   333  1483 -.123756
 89262 535     1.070000 2.340000 1.070000                              P .01 .989030 -.115341    20   434   -15   283  1461 -.116820
 89263 234     0.555000 1.780000 0.555000                              P .01 .981696 -.080734   -88   484   -28   963  1633 -.082405
 89264 335     0.725000 2.020000 0.725000                              P .01 .981406 -.130887  -110   437   -52   871  1570 -.132518
 89265 435     0.810000 2.140000 0.810000                              P .01 .984754 -.134732   -56   426   -37   587  1538 -.136313
 89266 435     0.895000 2.260000 0.895000                              P .01 .986345 -.131649   -65   454   -19   451  1510 -.133184
 89267 536     1.065000 2.500000 1.065000                              P .01 .988907 -.114851    11   402   -29   280  1459 -.116341
 89268 336     0.730000 2.480000 0.730000                              P .01 .984815 -.148259   -42   386   -41   583  1408 -.149715
 89269 436     0.927000 2.548000 0.927000                              P .01 .986737 -.132733   -24   415   -23   406  1463 -.134223
 89270 636     1.222500 2.650000 1.222500                              P .01 .989378 -.095816   -29   405   -39   231  1399 -.097256
 89271 237     0.450000 3.440000 0.450000                              P .01 .988103 -.075475    -5   282   -22   454  1273 -.076775
 89272 237     0.550000 3.440000 0.550000                              P .01 .987755 -.142033    -9   274   -16   444  1135 -.143188
 89273 337     0.625000 3.440000 0.625000                              P .01 .986092 -.161503    36   253   -37   529  1099 -.162644
 89274 337     0.700000 3.440000 0.700000                              P .01 .985787 -.166727   -14   253   -38   518  1095 -.167866
 89275 337     0.775000 3.440000 0.775000                              P .01 .985975 -.163447    -7   265   -36   483  1117 -.164604
 89276 437     0.900000 3.440000 0.900000                              P .01 .986383 -.147952    22   264   -58   413  1185 -.149200
 89277 537     1.000000 3.440000 1.000000                              P .01 .985818 -.131468    13   275   -59   409  1239 -.132770
 89278 737     1.500000 3.440000 1.500000                              q .01 .989713 -.056360   -48   522    21   163  1200 -.057541
 89279 536     1.150000 2.625000 1.150000                              P .01 .988678 -.104098   -28   425   -30   267  1427 -.105557
 89280 236     0.500000 2.401000 0.500000                              P .01 .985709 -.091113   -25   415    -9   612  1293 -.092422
 89281 242     0.450000 0.779423 0.000000                              0 .01 .990859  .343608   -11   205    41   393  2665  .340981
 89282 343     0.625000 1.082532 0.000000                              0 .01 .986943  .033643   -77   201    56   595  1916  .031777
 89283 393     0.800000 1.385641 0.000000                              0 .01 .985352 -.055154   -80   225    84   611  1669 -.056745
 89284 494     0.950000 1.645448 0.000000                              0 .01 .985686 -.072861   -18   249    79   516  1581 -.074367
 89285 595     1.000000 1.732051 0.000000                              0 .01 .987287 -.073374   -51   258    72   411  1563 -.074870
 89286 535     1.050000 1.818653 0.000000                              0 .01 .988004 -.072233   -69   276    59   362  1546 -.073725
 89287 646     1.250000 2.165064 0.000000                              0 .01 .988900 -.059154   -23   187    18   266  1463 -.060600
 89301 001     0.300000 0.000000 1.100000                              P .01 .989054  .595218   -99   449    89   545  1366  .593936
 89302 104     0.300000 0.000000 2.050000                              P .01 .987769  .295982   -73   450    53   556  1636  .294393
 89303 105     0.300000 0.000000 2.400000                              P .01 .988612  .269901   -49   419    24   483  1714  .268205
 89304 007     0.300000 0.000000 3.700000                              q .01 .990688  .236724    48   415     0   338  1676  .235045
 89305 121     0.300000 0.522810 0.905533                              P .01 .988481  .603786    35   705    -4   579  1683  .602094
 89306 122     0.300000 0.624247 1.081227                              P .01 .986735  .468236    -8   751     0   687  1493  .466736
 89307 123     0.300000 0.825874 1.430457                              h .19 .986560  .347304   -23   497   -66   670  1501  .345608
 89308 124     0.300000 1.001684 1.734967                              h .19 .987068  .299268   -47   440   -35   609  1644  .297471
 89309 125     0.300000 1.177222 2.039008                              h .19 .987796  .272087   -22   408   -31   543  1719  .270232
 89310 126     0.300000 1.427738 2.472916                              h .19 .988738  .250801   -53   390    19   471  1739  .248991
 89311 127     0.300000 1.828249 3.166620                              h .19 .989330  .237100   -16   348     2   428  1681  .235339
 89312 141     0.300000 0.785171 0.453319                              P .01 .989593  .640619   -36   738   -17   504  2377  .638220
 89313 142     0.300000 0.966190 0.557830                              P .01 .987871  .491816   -58   753   -20   605  1769  .490021
 89314 143     0.300000 1.321279 0.762841                              P .01 .986590  .361343   -21   647     6   659  1476  .359866
 89315 144     0.300000 1.628653 0.940304                              P .01 .985859  .308613   -26   588   -31   694  1675  .306900
 89316 145     0.300000 1.934585 1.116934                              P .01 .987721  .278049   -21   508    -1   545  1734  .276308
 89317 146     0.300000 2.370300 1.368494                              P .01 .989167  .253849   -56   466    16   440  1746  .252114
 89318 147     0.300000 3.065781 1.770030                              P .01 .989080  .238029    15   349    -7   442  1693  .236324
 89319 091     0.300000 0.741620 0.000000                              P .01 .990577  .763219    45   345   -13   443  3139  .760063
 89320 093     0.300000 1.367479 0.000000                              P .01 .987648  .389115   -66   422    42   592  1203  .387947
 89321 184     0.300000 1.724094 0.000000                              P .01 .987284  .325284   -72   396    48   597  1742  .323584
 89322 185     0.300000 2.078461 0.000000                              P .01 .986768  .288491   -10   312     6   621  1748  .286742
 89323 096     0.300000 2.582634 0.000000                              P .01 .988973  .259170   -26   269     5   453  1753  .257418
 89324 097     0.300000 3.386739 0.000000                              q .01 .990026  .239702   -11   547    -1   388  1709  .237988
 89325 101     0.400000 0.000000 1.400000                              P .01 .988441  .191454   -89   453   101   536  1331  .190219
 89326 102     0.400000 0.000000 1.600000                              P .01 .987664  .120486   -16   460    70   574  1302  .119248
 89327 104     0.400000 0.000000 2.300000                              P .01 .987186  .025664    -4   419    37   554  1408  .024287
 89328 105     0.400000 0.000000 2.500000                              P .01 .987831  .014287   -48   440    49   505  1430  .012901
 89329 105     0.400000 0.000000 2.750000                              P .01 .987732  .004078    57   423    -2   512  1441  .002630
 89330 111     0.400000 0.207055 1.172741                              P .01 .986760  .324003     8   400    12   686  1532  .322476
 89331 112     0.400000 0.258819 1.365926                              h .19 .985568  .192784   -21   502   -31   756  1378  .191230
 89332 113     0.400000 0.362347 1.752296                              h .19 .985323  .079470   -84   456   -10   733  1349  .077969
 89333 114     0.400000 0.452933 2.090370                              h .19 .985838  .037685  -128   428     4   665  1394  .036167
 89334 115     0.400000 0.543520 2.428444                              h .19 .986578  .014915   -23   391   -15   594  1432  .013354
 89335 116     0.400000 0.672929 2.911407                              h .19 .987428 -.002790    50   360    -4   525  1437 -.004333
 89336 131     0.400000 0.400000 1.092820                              P .01 .987447  .327132   -30   424    33   635  1679  .325480
 89337 131     0.400000 0.500000 1.266025                              P .01 .985892  .195686   -29   662    20   726  1513  .194186
 89338 132     0.400000 0.600000 1.439230                              P .01 .985392  .124446    15   654    -9   735  1450  .122980
 89339 133     0.400000 0.700000 1.612436                              P .01 .984292  .081882    -8   612   -14   813  1425  .080435
 89340 133     0.400000 0.800000 1.785641                              h .19 .985452  .054450   -90   457   -21   706  1417  .052876
 89341 124     0.400000 0.875000 1.915545                              h .19 .985727  .039623   -72   449   -30   675  1420  .038043
 89342 134     0.400000 0.950000 2.045448                              P .01 .985402  .027921    27   533   -33   689  1427  .026453
 89343 125     0.400000 1.050000 2.218654                              h .19 .986587  .016212   -69   390     0   596  1438  .014660
 89344 125     0.400000 1.175000 2.435160                              h .19 .987055  .005500    22   369   -20   555  1444  .003930
 89345 137     0.400000 1.500000 2.998076                              P .01 .988080 -.009906     1   384   -27   472  1414 -.011352
 89346 138     0.400000 2.000000 3.864102                              P .01 .988954 -.017301     2   266   -39   409  1290 -.018635
 89347 141     0.400000 0.565685 0.965685                              P .01 .988964  .332831   -41   438    32   516  1908  .330950
 89348 132     0.400000 0.707107 1.107107                              P .01 .987011  .201148   -50   700    20   637  1722  .199440
 89349 133     0.400000 0.989950 1.389950                              P .01 .984425  .086384   -12   621   -15   801  1541  .084820
 89350 134     0.400000 1.237437 1.637437                              h .19 .985680  .042872  -181   478   -27   680  1459  .041255
 89351 135     0.400000 1.484924 1.884924                              P .01 .986081  .018311   -74   538    -1   634  1447  .016857
 89352 136     0.400000 1.838478 2.238478                              P .01 .988432 -.000931    37   425   -48   454  1443 -.002426
 89353 161     0.400000 0.692820 0.800000                              P .01 .987854  .342115   -55   403    18   610  2196  .339930
 89354 161     0.400000 0.866025 0.900000                              P .01 .987451  .209660   -21   659    17   609  1976  .207696
 89355 162     0.400000 1.039230 1.000000                              P .01 .985054  .137249   -85   671    11   771  1822  .135430
 89356 163     0.400000 1.212436 1.100000                              h .19 .985307  .093331  -130   519   -44   740  1680  .091465
 89357 163     0.400000 1.385641 1.200000                              P .01 .984525  .063861   -76   586   -13   771  1563  .062277
 89358 144     0.400000 1.515545 1.275000                              P .01 .981779  .047719   -46   521   -25  1046  1506  .046176
 89359 164     0.400000 1.645448 1.350000                              h .19 .986004  .035062   -60   438   -54   650  1475  .033408
 89360 145     0.400000 2.035160 1.575000                              P .01 .987722  .009529   -28   488    -7   505  1452  .008065
 89361 167     0.400000 2.598076 1.900000                              P .01 .987776 -.008123    23   358   -42   497  1425 -.009594
 89362 168     0.400000 3.464102 2.400000                              P .01 .988474 -.016892    28   245   -40   446  1306 -.018242
 89363 151     0.400000 0.772741 0.607055                              P .01 .989262  .357175   -29   407    17   504  2513  .354673
 89364 152     0.400000 0.965926 0.658819                              P .01 .987902  .222648    12   657    -4   571  2234  .220404
 89365 153     0.400000 1.352296 0.762347                              P .01 .985487  .102819     1   610    -8   722  1824  .100979
 89366 154     0.400000 1.690370 0.852934                              P .01 .985053  .054611    -1   552   -40   722  1554  .053010
 89367 155     0.400000 2.028444 0.943520                              P .01 .985989  .026362    87   451   -55   640  1468  .024832
 89368 156     0.400000 2.511407 1.072930                              P .01 .987399  .003333   -15   423   -18   527  1451  .001859
 89369 191     0.400000 0.800000 0.400000                              P .01 .989889  .383184   -49   417    22   466  2331  .380871
 89370 191     0.400000 1.000000 0.400000                              P .01 .988283  .243270   -64   686     9   555  2420  .240853
 89371 192     0.400000 1.200000 0.400000                              P .01 .986320  .165174   -12   692    -6   686  2210  .162951
 89372 193     0.400000 1.400000 0.400000                              P .01 .986213  .116336   -81   671    13   670  1952  .114391
 89373 164     0.400000 1.750000 0.400000                              P .01 .984840  .063873   -49   564   -43   742  1592  .062231
 89374 165     0.400000 2.100000 0.400000                              P .01 .986017  .032451   -19   483   -14   639  1476  .030955
 89375 196     0.400000 2.600000 0.400000                              P .01 .987540  .006594   -28   405    18   518  1454  .005152
 89376 197     0.400000 3.000000 0.400000                              P .01 .988124 -.004775   -28   361    -6   475  1438 -.006223
 89377 198     0.400000 4.000000 0.400000                              P .01 .989004 -.016123    35   230   -41   411  1332 -.017500
 89378 171     0.400000 0.774597 0.200000                              P .01 .990648  .429827    -2   384    -6   421  2665  .427152
 89379 172     0.400000 0.979796 0.200000                              P .01 .989091  .268938   -56   694     2   503  2379  .266556
 89380 191     0.400000 0.916515 0.000000                              P .01 .989812  .313298   -61   418    11   460  2407  .310897
 89381 192     0.400000 1.131371 0.000000                              P .01 .988009  .202275   -59   434    36   565  2419  .199887
 89382 194     0.400000 1.703673 0.000000                              P .01 .985632  .074458   -60   355    29   699  1604  .072876
 89383 194     0.400000 1.857418 0.000000                              P .01 .985163  .056547   -78   337    11   712  1524  .055027
 89384 185     0.400000 2.061553 0.000000                              P .01 .985787  .038000   -29   320    16   657  1476  .036532
 89385 185     0.400000 2.315707 0.000000                              P .01 .986727  .021036     9   279     3   580  1461  .019572
 89386 196     0.400000 2.569047 0.000000                              P .01 .987459  .008934   -35   261     7   523  1456  .007480
 89387 197     0.400000 2.973214 0.000000                              P .01 .988137 -.003591   -35   243     0   473  1441 -.005036
 89388 198     0.400000 3.979950 0.000000                              P .01 .988796 -.015937     3   165   -19   425  1338 -.017299
 89389 101     0.500000 0.000000 1.500000                              P .01 .988111  .063415   -56   328   104   533  1185  .062328
 89390 102     0.500000 0.000000 1.700000                              P .01 .986794 -.003585   -22   413    94   609  1135 -.004632
 89391 111     0.500000 0.258819 1.465926                              P .01 .987570  .064485   -74   522    76   576  1220  .063335
 89392 212     0.500000 0.310583 1.659111                              h .19 .984245 -.002299   -50   486   -21   809  1170 -.003646
 89393 213     0.500000 0.362347 1.852296                              h .19 .984183 -.040490   -82   467    15   789  1163 -.041791
 89394 213     0.500000 0.414110 2.045481                              h .19 .984372 -.064005   -77   457   -11   754  1172 -.065333
 89395 214     0.500000 0.452933 2.190370                              h .19 .984445 -.076200   -59   414   -26   732  1184 -.077551
 89396 214     0.500000 0.491756 2.335259                              h .19 .984701 -.085498   -23   400   -44   701  1197 -.086874
 89397 215     0.500000 0.543520 2.528444                              h .19 .985063 -.094901    54   379   -32   664  1212 -.096273
 89398 215     0.500000 0.608225 2.769926                              h .19 .985477 -.103484   -16   401     0   626  1220 -.104825
 89399 216     0.500000 0.672929 3.011407                              h .19 .985832 -.109586    -8   360     0   595  1215 -.110916
 89400 131     0.500000 0.500000 1.366025                              P .01 .986434  .067740   -49   439    27   649  1321  .066440
 89401 132     0.500000 0.600000 1.539230                              P .01 .984863  .000574   -24   619     6   750  1272 -.000700
 89402 224     0.500000 0.875000 2.015545                              h .19 .984318 -.074127     7   394   -68   744  1241 -.075579
 89403 225     0.500000 1.175000 2.535160                              h .19 .985461 -.102426    24   376   -40   627  1232 -.103819
 89404 137     0.500000 1.500000 3.098076                              h .19 .986270 -.115512   -17   348     3   560  1192 -.116808
 89405 138     0.500000 2.000000 3.964102                              P .01 .987117 -.122158    29   252   -47   491  1066 -.123277
 89406 232     0.500000 0.707107 1.207107                              P .01 .986062  .073358   -21   441    25   683  1479  .071896
 89407 232     0.500000 0.848528 1.348528                              P .01 .985182  .005910   -64   615    28   726  1429  .004501
 89408 233     0.500000 0.989950 1.489950                              h .19 .983874 -.032880   -35   454   -59   817  1396 -.034493
 89409 233     0.500000 1.131371 1.631371                              h .19 .983964 -.057495   -95   449   -45   787  1357 -.059048
 89410 234     0.500000 1.237437 1.737437                              h .19 .984183 -.070533   -70   413   -78   756  1328 -.072085
 89411 234     0.500000 1.343503 1.843503                              h .19 .984446 -.080694   -74   424   -47   724  1302 -.082183
 89412 235     0.500000 1.484924 1.984924                              h .19 .984852 -.091093   -79   419   -27   682  1275 -.092527
 89413 235     0.500000 1.661701 2.161701                              h .19 .985333 -.100640  -121   433    -3   638  1250 -.102017
 89414 236     0.500000 1.838478 2.338478                              h .19 .985741 -.107494   -74   403    -3   603  1231 -.108843
 89415 161     0.500000 0.866025 1.000000                              P .01 .986575  .082016   -29   409    12   648  1678  .080343
 89416 162     0.500000 1.039230 1.100000                              P .01 .985078  .014235   -34   605    -1   735  1625  .012602
 89417 163     0.500000 1.385641 1.300000                              h .19 .983971 -.051137   -64   458   -74   790  1493 -.052856
 89418 245     0.500000 2.035160 1.675000                              h .19 .985228 -.097832   -37   382   -51   646  1271 -.099278
 89419 167     0.500000 2.598076 2.000000                              h .19 .986140 -.113529   -28   355    -9   569  1207 -.114854
 89420 168     0.500000 3.464102 2.500000                              P .01 .987183 -.121695    14   234   -53   491  1084 -.122837
 89421 252     0.500000 0.965926 0.758819                              P .01 .987747  .094866   -52   423    28   560  1896  .092992
 89422 252     0.500000 1.159111 0.810583                              P .01 .985347  .026367  -100   674     0   724  1833  .024526
 89423 253     0.500000 1.352296 0.862347                              P .01 .981870 -.014801   -29   542   -59  1006  1748 -.016618
 89424 253     0.500000 1.545481 0.914111                              P .01 .981794 -.042198   -47   527   -26   996  1631 -.043865
 89425 254     0.500000 1.690370 0.952934                              P .01 .981898 -.057383   -56   504   -33   976  1538 -.058964
 89426 254     0.500000 1.835259 0.991756                              P .01 .982082 -.069483    -2   473   -50   952  1452 -.070996
 89427 255     0.500000 2.028444 1.043520                              P .01 .982364 -.082174   -10   443   -63   918  1362 -.083609
 89428 255     0.500000 2.269926 1.108225                              P .01 .982707 -.094027    27   394   -50   879  1291 -.095376
 89429 256     0.500000 2.511407 1.172930                              P .01 .986213 -.102704    -1   394   -38   569  1252 -.104000
 89430 191     0.500000 1.000000 0.500000                              P .01 .988312  .114578   -31   430    16   526  2105  .112483
 89431 192     0.500000 1.200000 0.500000                              P .01 .986915  .044141   -64   672    22   604  2024  .042133
 89432 193     0.500000 1.400000 0.500000                              P .01 .982006  .000498   -22   540   -58   997  1906 -.001476
 89433 193     0.500000 1.600000 0.500000                              P .01 .984744 -.029583   -32   569   -11   738  1746 -.031347
 89434 194     0.500000 1.900000 0.500000                              P .01 .981820 -.060409   -76   481   -37   977  1509 -.061965
 89435 265     0.500000 2.100000 0.500000                              d .22 .983754 -.074846   -45   675   -48   780  1394 -.076462
 89436 197     0.500000 3.000000 0.500000                              P .01 .986877 -.109618    -1   328   -22   518  1225 -.110870
 89437 198     0.500000 4.000000 0.500000                              q .01 .989240 -.120779    12   537     1   373  1115 -.121897
 89438 272     0.500000 0.968246 0.250000                              P .01 .988607  .146270   -45   385    17   516  2263  .144018
 89439 272     0.500000 1.173669 0.250000                              P .01 .986901  .065095   -77   624    -4   616  2139  .062946
 89440 273     0.500000 1.377498 0.250000                              P .01 .986254  .014431   -50   581    10   638  1983  .012451
 89441 191     0.500000 0.866025 0.000000                              0 .01 .989420  .213182   -43   219    56   466  2335  .210898
 89442 192     0.500000 1.090871 0.000000                              P .01 .988016  .098470   -55   394    39   542  2202  .096301
 89443 193     0.500000 1.307670 0.000000                              P .01 .986128  .033365   -59   371    46   660  2020  .031384
 89444 193     0.500000 1.519868 0.000000                              P .01 .985796 -.008172   -34   366    45   659  1808 -.009941
 89445 194     0.500000 1.677051 0.000000                              P .01 .984297 -.030718   -88   346    56   775  1658 -.032327
 89446 194     0.500000 1.833030 0.000000                              h .19 .984125 -.048255  -105   270    19   771  1529 -.049914
 89447 285     0.500000 2.039608 0.000000                              h .19 .984391 -.066528   -55   245     5   734  1402 -.068067
 89448 285     0.500000 2.296193 0.000000                              P .01 .985404 -.083380   -26   266     6   638  1309 -.084690
 89449 196     0.500000 2.551470 0.000000                              P .01 .986048 -.095325    16   233    -7   584  1264 -.096602
 89450 197     0.500000 2.958040 0.000000                              P .01 .986863 -.107823   -23   214     0   519  1230 -.109058
 89451 197     0.500000 3.363034 0.000000                              h .19 .986237 -.114996   -54   207    25   561  1198 -.116276
 89452 198     0.500000 3.968627 0.000000                              q .01 .989079 -.120461     0   416     3   383  1124 -.121587
 89453 203     0.600000 0.000000 2.000000                              P .01 .986281 -.099467    14   382    69   595  1057 -.100462
 89454 212     0.600000 0.310583 1.759111                              P .01 .986058 -.065062  -128   510   103   639  1101 -.066066
 89455 213     0.600000 0.362347 1.952296                              P .01 .985800 -.098602   -43   644    88   632  1086 -.099605
 89456 213     0.600000 0.414110 2.145482                              h .19 .983191 -.117614   -98   465   -17   806  1088 -.118875
 89457 214     0.600000 0.452933 2.290370                              h .19 .983163 -.127093    -7   430   -70   790  1097 -.128413
 89458 214     0.600000 0.491756 2.435259                              h .19 .983244 -.134164   -77   443   -44   769  1107 -.135464
 89459 215     0.600000 0.543520 2.628444                              h .19 .983402 -.141171   -26   374   -55   742  1119 -.142488
 89460 215     0.600000 0.608225 2.869926                              h .19 .983640 -.147612    -5   377   -41   711  1126 -.148916
 89461 216     0.600000 0.672929 3.111407                              h .19 .984182 -.152382   -25   314     5   665  1121 -.153627
 89462 233     0.600000 0.700000 1.812436                              h .19 .982968 -.095557   -72   449   -61   852  1168 -.096950
 89463 232     0.600000 0.848528 1.448528                              P .01 .984896 -.056682   -92   445    41   718  1303 -.057952
 89464 233     0.600000 0.989950 1.589950                              h .19 .984162 -.090712  -124   359   -20   760  1295 -.092174
 89465 233     0.600000 1.131371 1.731371                              h .19 .983844 -.110996     3   325   -70   758  1287 -.112499
 89466 234     0.600000 1.237437 1.837437                              h .19 .983677 -.121359   -91   324   -56   754  1277 -.122837
 89467 234     0.600000 1.343503 1.943503                              h .19 .983594 -.129192   -16   311   -57   745  1263 -.130656
 89468 235     0.600000 1.484924 2.084924                              h .19 .983591 -.137210   -36   293   -33   730  1239 -.138623
 89469 235     0.600000 1.661701 2.261701                              h .19 .983745 -.144645   -29   294   -18   705  1203 -.146003
 89470 236     0.600000 1.838478 2.438478                              h .19 .983964 -.150162   -13   290    -6   680  1167 -.151467
 89471 263     0.600000 1.212436 1.300000                              P .01 .982028 -.083180   -49   530   -21   945  1453 -.084663
 89472 252     0.600000 1.159111 0.910583                              P .01 .985457 -.036119   -31   400    45   685  1630 -.037711
 89473 253     0.600000 1.352296 0.962347                              h .19 .984198 -.071519    12   334   -56   764  1622 -.073345
 89474 253     0.600000 1.545481 1.014111                              h .19 .983831 -.094298    -8   321   -57   767  1589 -.096092
 89475 254     0.600000 1.690370 1.052934                              h .19 .983667 -.106758     2   303   -51   763  1547 -.108504
 89476 254     0.600000 1.835259 1.091757                              h .19 .983590 -.116729   -81   321   -24   754  1493 -.118391
 89477 255     0.600000 2.028444 1.143520                              h .19 .983588 -.127264   -30   315    -9   738  1411 -.128827
 89478 255     0.600000 2.269926 1.208225                              P .01 .985567 -.137392   -20   410   -44   584  1312 -.138754
 89479 256     0.600000 2.511407 1.272930                              P .01 .986088 -.144886   -27   379   -38   541  1233 -.146162
 89480 265     0.600000 2.100000 0.600000                              P .01 .984919 -.119152   -28   431   -36   643  1478 -.120673
 89481 296     0.600000 2.600000 0.600000                              P .01 .986001 -.140523   -10   371   -21   550  1257 -.141806
 89482 272     0.600000 1.161895 0.300000                              h .19 .985464  .008581    -7   160    11   703  1917  .006539
 89483 273     0.600000 1.367480 0.300000                              h .19 .984537 -.035488   -12   323   -19   749  1872 -.037524
 89484 273     0.600000 1.571624 0.300000                              P .01 .985064 -.066628   -33   509    14   682  1793 -.068414
 89485 274     0.600000 1.724094 0.300000                              h .19 .983703 -.084093   -10   284   -39   773  1713 -.085993
 89486 293     0.600000 1.264911 0.000000                              q .01 .984480 -.007889     4   799   -15   756  1916 -.009828
 89487 293     0.600000 1.483240 0.000000                              q .01 .983437 -.049474   107   778   -36   812  1820 -.051339
 89488 284     0.600000 1.643928 0.000000                              P .01 .985141 -.071936    -9   310    38   668  1730 -.073634
