,theta,r1,r2,energy
495,1.1344640137963142,0.880,1.100,12902.5386245099
496,1.1344640137963142,0.880,1.120,13380.560575115003
497,1.1344640137963142,0.880,1.140,13913.871578280286
498,1.1344640137963142,0.880,1.160,14494.342120707137
499,1.1344640137963142,0.880,1.180,15114.72934568177
500,1.1344640137963142,0.900,0.800,21470.320136598013
501,1.1344640137963142,0.900,0.820,18982.69809283838
502,1.1344640137963142,0.900,0.840,16922.24547240884
503,1.1344640137963142,0.900,0.860,15236.330783536387
504,1.1344640137963142,0.900,0.880,13878.872259835487
505,1.1344640137963142,0.900,0.900,12809.488208592757
506,1.1344640137963142,0.900,0.920,11992.756642389691
507,1.1344640137963142,0.900,0.940,11397.571206582787
508,1.1344640137963142,0.900,0.960,10996.581749382334
509,1.1344640137963142,0.900,0.980,10765.709100050106
510,1.1344640137963142,0.900,1.000,10683.724733534478
511,1.1344640137963142,0.900,1.020,10731.887015266935
512,1.1344640137963142,0.900,1.040,10893.626645621662
513,1.1344640137963142,0.900,1.060,11154.274766674964
514,1.1344640137963142,0.900,1.080,11500.827960664077
515,1.1344640137963142,0.900,1.100,11921.745065551859
